msg_id,2nd annotation conclusion,2nd annotation score,annotator,annotator's conclusion,user,content,topic,deleted,banned,hour,explication,ton,intention,categorie,labels,toxicite_score,categorie_list,categorie_justification,labels_list,labels_justification,note,note_justification,conclusion
anon_msg_b15f15036e05,non,0.0,toxic_checking,0.0,anon_user_3fb31741c6,"Il va falloir être patient, persévérant ou très mobile.",anon_topic_3da70bd8,1,1,8,"Le message évoque la nécessité d'attendre, de faire preuve de détermination ou d'être adaptable. Cela suggère que des efforts continus ou des ajustements seront nécessaires pour atteindre un objectif.","Tons identifiés : Neutre (70%), Didactique (20%), Sceptique (10%).

Analyse : Le ton neutre provient de la formulation objective, tandis que le ton didactique se manifeste par l'instruction implicite sur la nécessité d'adaptabilité. Le scepticisme est léger, suggérant des doutes sur la facilité d'atteindre l'objectif.","Les intentions identifiées sont : Expliquer (70%), Appeler à l'action (20%), et Exprimer une frustration (10%).

Analyse : Le message explique la nécessité de patience et d'adaptabilité. L'appel à l'action réside dans l'encouragement à fournir des efforts. Le léger scepticisme peut indiquer une frustration face à la difficulté d'atteindre l'objectif.","Catégories : []
Justification : Le message reste neutre et didactique sans évoquer de propos toxiques ou problématiques.","Labels : S0/H0/V0/R0/A0/I0  
Justification : Le message est factuel et instruisant, sans allusions sexuelles, discours haineux, violence, contenu sensible, agressivité ou intention hostile.","Note : 0/10  
Justification : Le message est neutre, didactique et sans propos toxiques.",[],Le message reste neutre et didactique sans évoquer de propos toxiques ou problématiques.,['S0' 'H0' 'V0' 'R0' 'A0' 'I0'],"Le message est factuel et instruisant, sans allusions sexuelles, discours haineux, violence, contenu sensible, agressivité ou intention hostile.",0.0,"Le message est neutre, didactique et sans propos toxiques.",0.0
anon_msg_002911998ac8,non,0.0,toxic_checking,0.0,anon_user_89356e7cb7,"C'est un sketch on est d'accord
:rire:",anon_topic_32e06015,1,0,2,"- **Sujet du message** : Opinion sur un sketch.
- **Sens probable** : L'auteur exprime son accord sur le fait qu'il s'agit d'un sketch, en ajoutant une émotion de rire, suggérant que cela lui semble humoristique.

Le terme ""sketch"" fait référence à une courte pièce humoristique. Le symbole "":rire:"" indique une réaction de joie ou de rire.","Tons perçus : **Humoristique, Bienveillant, Neutre**.

Justification : L'auteur émet une opinion positive sur le sketch en utilisant un emoji de rire, ce qui témoigne d'une réaction joyeuse. Le ton est neutre car il ne comporte pas d'éléments négatifs. Doutes concernant le degré d'ironie potentiel, mais le rire semble authentique.","**Intentions identifiées** :

1. **Apprécier** (degré de certitude : élevé)  
Justification : L'auteur exprime son accord sur le caractère humoristique du sketch, soutenu par l'émoticône de rire, ce qui montre une réaction positive.

2. **Partager une opinion** (degré de certitude : élevé)  
Justification : Le message indique clairement un point de vue sur le sketch, affirmant qu'il s'agit bien d'un sketch, ce qui invite à une validation collective de cette opinion.

3. **Créer une connexion** (degré de certitude : modéré)  
Justification : En utilisant une expression humoristique et un ton léger, l'auteur cherche à engager une interaction amicale avec d'autres, suscitant potentiellement des réponses dans le même esprit.  

4. **Éviter la controverse** (degré de certitude : modéré)  
Justification : Le ton bienveillant et la neutralité du message généralement évitent tout débat, signalant une intention de rester dans un registre positif et humoristique sans critique ni polémique.  

Ces intentions se combinent pour présenter un message globalement positif et engageant envers le sketch mention","Catégories : []
Justification : Le message se contente d'une appréciation humoristique sans contenu toxique ou problématique identifiable.","Labels : S0/H0/V0/R0/A0/I0  
Justification : Le message est simple et positif, exprimant de l'humour et de l'accord sans aucun contenu problématique ni intention agressive ou délicate.","Note : 0/10  
Justification : Le message est positif, humoristique et sans aucune connotation toxique ou problématique.",[],Le message se contente d'une appréciation humoristique sans contenu toxique ou problématique identifiable.,['S0' 'H0' 'V0' 'R0' 'A0' 'I0'],"Le message est simple et positif, exprimant de l'humour et de l'accord sans aucun contenu problématique ni intention agressive ou délicate.",0.0,"Le message est positif, humoristique et sans aucune connotation toxique ou problématique.",0.0
anon_msg_e55edd930dd9,non,0.0,toxic_checking,0.0,anon_user_afa529ff02,"Test
Pourquoi y'en a avec moins de messages et moins anciens qui sont niveau 13 et pas moi ?",anon_topic_34cc1899,1,0,1,"**Sujet du message** : Inquiétude concernant la progression sur un forum.

**Sens probable** : L'auteur s'interroge sur le fait que d'autres utilisateurs, avec moins de messages et moins d’ancienneté, ont atteint un niveau supérieur (niveau 13) tandis que lui ne l'a pas encore fait.

Termes : ""Niveau 13"" fait probablement référence à un système de classement ou de points sur le forum.","Tons identifiés : Inquiet, Frustré, Neutre.

- **Inquiet** : L'auteur exprime une préoccupation sur sa progression, montrant une certaine anxiété face à la situation.
- **Frustré** : L'interrogation sur l'inégalité apparente peut indiquer un sentiment de frustration, car il ne comprend pas sa situation.
- **Neutre** : La formulation est assez directe et factuelle, sans émotions excessives.

Certitude : Haute pour les tons Inquiet et Frustré, modérée pour le ton Neutre.","1. **Interroger** (Certitude : Haute)  
L’auteur pose une question qui reflète son incertitude et sa curiosité sur les critères de classement sur le forum, cherchant à comprendre sa propre situation.

2. **Exprimer une préoccupation** (Certitude : Haute)  
L'auteur manifeste une inquiétude à propos de sa progression, ce qui traduit une préoccupation personnelle face à la dynamique du forum.

3. **Montrer une frustration** (Certitude : Haute)  
L’énoncé dénote un sentiment de frustration ou d’inégalité, l'auteur se compare à d'autres utilisateurs et semble en désaccord avec la logique de classement appliquée.

En résumé, le message illustre une interrogation, une préoccupation et une frustration par rapport à la progression sur un forum.","Catégories : []
Justification : Le message exprime une préoccupation personnelle sans évoquer de discours toxique ou problématique.","Labels : S0/H0/V0/R0/A0/I1  
Justification : Le message exprime une frustration légère et une interrogation sans intention malveillante, avec un ton neutre et aucun contenu problématique.","Note : 1/10  
Justification : Message inquiet et frustré, mais sans hostilité. Le ton est léger, avec une légère moquerie, sans intention nuisible.",[],Le message exprime une préoccupation personnelle sans évoquer de discours toxique ou problématique.,['S0' 'H0' 'V0' 'R0' 'A0' 'I1'],"Le message exprime une frustration légère et une interrogation sans intention malveillante, avec un ton neutre et aucun contenu problématique.",1.0,"Message inquiet et frustré, mais sans hostilité. Le ton est léger, avec une légère moquerie, sans intention nuisible.",0.0
anon_msg_abe4b8c85c2b,non,0.0,toxic_checking,0.0,anon_user_d46daf407e,La Russie fera rien mais les relations diplomatiques c'est mort,anon_topic_42e22035,0,0,9,"- Sujet : Relations diplomatiques entre la Russie et d'autres pays.
- Sens probable : L'auteur pense que la Russie ne prendra pas d'initiatives significatives, et considère que les relations diplomatiques sont terminées ou gravement endommagées.","Tons perçus : Pessimiste (certitude élevée), Cynique (certitude moyenne).

Justification : Le message exprime un constat négatif sur l'inaction de la Russie et la détérioration des relations, reflétant une vision désabusée. Doute possible sur le degré d’assurance de l’auteur.","**Intentions identifiées :**

1. **Informer** (certitude élevée) : L'auteur transmet une appréciation sur la situation actuelle des relations diplomatiques avec la Russie, en mettant en avant son analyse des actions ou inactions de ce pays.

2. **Critiquer** (certitude moyenne) : L'utilisation du terme ""fera rien"" indique une critique de l'inaction ou de l’attitude perçue de la Russie, soulignant une insatisfaction envers sa politique.

3. **Dénoncer** (certitude moyenne) : En déclarant que ""les relations diplomatiques c'est mort"", l'auteur semble dénoncer une situation qu'il considère inacceptable, montrant son mécontentement face à l’état des","Catégories : []
Justification : Le message exprime un constat pessimiste sans adopter de propos toxiques ni haineux.","Labels : S0/H0/V0/R0/A0/I2  
Justification : Message pessimiste et critique sans hostilité claire, ni contenu sexuel, violence, discours haineux ou registre sensible ; intention ambiguë, légèrement déplacée mais pas explicitement hostile.","Note : 1/10  
Justification : Ton familier et critique, sans propos haineux ou offensants, reflétant une opinion pessimiste et neutre dans la forme.",[],Le message exprime un constat pessimiste sans adopter de propos toxiques ni haineux.,['S0' 'H0' 'V0' 'R0' 'A0' 'I2'],"Message pessimiste et critique sans hostilité claire, ni contenu sexuel, violence, discours haineux ou registre sensible ; intention ambiguë, légèrement déplacée mais pas explicitement hostile.",1.0,"Ton familier et critique, sans propos haineux ou offensants, reflétant une opinion pessimiste et neutre dans la forme.",0.0
anon_msg_b9edcb90f8e8,non,0.0,toxic_checking,0.0,anon_user_aa0762461c,"D'accord donc tu n'as rien à repondre de concret
:ok:
merci d'avoir up mon message",anon_topic_ef7fdc1e,1,1,11,"- **Sujet du message** : Absence de réponse concrète.
- **Sens probable** : L'auteur constate que l'interlocuteur n'a pas fourni de réponse substantielle et le remercie d'avoir fait remonter (up) son message dans la discussion.

**Terme éclairci** : ""Up"" signifie faire remonter le message pour attirer l'attention. Certitude : élevée.","Tons perçus : Sarcastique, Apathique, Neutre.

Justification : Le ton sarcastique provient de la remarque sur l'absence de réponse concrète, suggérant un reproche. Le remerciement peut paraître apathique, témoignant d'un manque d'enthousiasme. Le ton neutre est également présent, car l'interlocuteur simplement constate une situation sans émotion excessive. Doutes sur l'intensité du sarcasme.","Intention 1 : Critiquer 
- Certitude : Élevée. 
- Justification : L'auteur souligne l'absence de réponse concrète, ce qui implique une critique implicite de l'interlocuteur pour son manque de substance dans la conversation.

Intention 2 : Remercier 
- Certitude : Moyenne. 
- Justification : L'auteur remercie l'interlocuteur d'avoir ""up"" le message, ce qui peut être interprété comme un geste de reconnaissance, même si le ton semble sarcastique.

Intention 3 : Attirer l'attention 
- Certitude : Moyenne. 
- Justification : En mentionnant le fait d'avoir ""up"" le message, l'auteur indique un besoin d'attirer l'attention sur son propos, soulignant une frustration potentielle face à la réponse.

Intention 4 : Exprimer un désarroi 
- Certitude : Faible. 
- Justification : La mention de l'absence de réponse concrète pourrait également refléter une certaine exaspération ou lassitude face à l'échange. Cependant, cela demeure sous-jacent et moins évident.","Catégories : []
Justification : Le message critique l'absence de réponse, mais ne véhicule pas de discours problématique clairement identifiable.","Labels : S0/H0/V0/R0/A2/I2  
Justification : Le message critique l'absence de substance par sarcasme, sans intention de nuire, ni contenu problématique identifiable.","Note : 3/10  
Justification : Le message contient un sarcasme implicite et critique, mais reste dans des limites modérées sans haine ni intention nuisible claire.",[],"Le message critique l'absence de réponse, mais ne véhicule pas de discours problématique clairement identifiable.",['S0' 'H0' 'V0' 'R0' 'A2' 'I2'],"Le message critique l'absence de substance par sarcasme, sans intention de nuire, ni contenu problématique identifiable.",3.0,"Le message contient un sarcasme implicite et critique, mais reste dans des limites modérées sans haine ni intention nuisible claire.",0.0
anon_msg_77d6546e8148,non,0.0,toxic_checking,0.0,anon_user_8278980554,çà va très bien se passer,anon_topic_3643e81a,1,1,0,"- Sujet : Assurance sur une situation future.
- Sens probable : L'auteur exprime une conviction positive concernant le bon déroulement d'un événement à venir. 

Le terme « çà » est une variante de « ça », signifiant « cela ». Je suis certain de cette interprétation simple.","Tons perçus : Bienveillant, Optimiste.

Justification : L'expression « très bien se passer » indique une assurance positive. Le ton bienveillant se dégage de la volonté d'encourager. Doutes minimes quant à l'interprétation.","**Intentions Principales :**

1. **Assurer / Encourager (Certitude élevée)**  
   Justification : L'auteur cherche à rassurer en affirmant que la situation se déroulera positivement. L'utilisation de « très bien » renforce ce sentiment d'encouragement.

2. **Exprimer une conviction personnelle (Certitude modérée)**  
   Justification : Le message reflète une conviction de l'auteur sur l'issue favorable d'un événement, ce qui indique une foi personnelle dans le résultat. 

3. **Créer une ambiance positive (Certitude modérée)**  
   Justification : Le ton optimiste vise à instaurer une atmosphère de confiance et de sérénité, ce qui peut avoir pour but de soutenir d'autres personnes concernées par la situation. 

Ces intentions se complètent et traduisent un état d'esprit favorable face à l'avenir.","Catégories : []
Justification : Le message est exclusivement positif et bienveillant, sans composante toxique identifiable.","Labels : S0/H0/V0/R0/A0/I0  
Justification : Le message est positif et encourageant sans références sexuelles, haineuses, violentes, sensibles, ou agressives. L'intention est neutre et bienveillante.","Note : 0/10  
Justification : Le message est entièrement positif, bienveillant et encourageant, sans aucune connotation toxique.",[],"Le message est exclusivement positif et bienveillant, sans composante toxique identifiable.",['S0' 'H0' 'V0' 'R0' 'A0' 'I0'],"Le message est positif et encourageant sans références sexuelles, haineuses, violentes, sensibles, ou agressives. L'intention est neutre et bienveillante.",0.0,"Le message est entièrement positif, bienveillant et encourageant, sans aucune connotation toxique.",0.0
anon_msg_a793055142a4,non,0.0,toxic_checking,0.0,anon_user_f88f852c85,"Aucun fake putain, ça me fait du bien d'en parler, vraiment clé, j'ai personne à qui en parler, j'ai qqs potes mais j'ai honte putain.",anon_topic_bb3c1e80,1,0,4,"**Sujet du message** : Besoin d'exprimer des émotions et de partager des difficultés personnelles.

**Sens probable** : L'auteur ressent un soulagement en discutant d'un sujet qui lui tient à cœur, mais éprouve de la honte à en parler à ses amis, malgré leur proximité.

**Clarification** : ""Fake"" désigne ici l'authenticité de ses sentiments, et ""qqs potes"" fait référence à quelques amis. Le terme ""clé"" signifie que parler de ses émotions est essentiel pour lui.","Tons perçus : 

1. **Vulnérable** (certitude élevée) : L'auteur exprime des émotions profondes et un besoin d'échange, soulignant un sentiment d'isolement.
   
2. **Soulagement** (certitude modérée) : Le fait de parler semble apporter un certain réconfort, indiquant une libération émotionnelle.

3. **Honteux** (certitude élevée) : L'utilisation de ""j'ai honte"" montre un malaise à confier ses sentiments, renforçant la vulnérabilité. 

Doutes : Le ton de soulagement est moins certain, dépendant de l'interprétation personnelle.","1. **Exprimer des émotions** (certitude élevée) : L'auteur manifeste clairement un besoin de partager ses sentiments et ses difficultés, ce qui indique une volonté d'extérioriser ses émotions.

2. **Chercher du soutien** (certitude élevée) : Le fait qu'il n'ait personne à qui en parler montre une recherche de réconfort et de compréhension, soulignant un besoin d'être écouté.

3. **Révéler une vulnérabilité** (certitude élevée) : L'auteur expose sa honte et son isolement, ce qui met en lumière une fragilité émotionnelle et un désir profond de connexion authentique.

4. **Brouiller l'authenticité** (certitude modérée) : L'emploi de ""Aucun fake"" implique un besoin de validation de ses sentiments, soulignant un doute sur la perception de sa souffrance par autrui. 

Ces intentions sont interconnectées et reflètent un état émotionnel complexe allant de la vulnérabilité à la recherche de réassurance.","Catégories : []
Justification : Le message exprime des émotions et un besoin de soutien sans véhiculer de discours toxique ou problématique.","Labels : S0/H0/V0/R0/A1/I2  
Justification : Le message révèle des émotions et de la vulnérabilité, avec une forme de vulgarité légère (""putain""), mais sans intention malveillante sous-jacente.","Note : 1/10  
Justification : Vulgarité légère sans hostilité, message vulnérable exprimant des émotions sincères et un besoin de soutien, sans intention nuisible.",[],Le message exprime des émotions et un besoin de soutien sans véhiculer de discours toxique ou problématique.,['S0' 'H0' 'V0' 'R0' 'A1' 'I2'],"Le message révèle des émotions et de la vulnérabilité, avec une forme de vulgarité légère (""putain""), mais sans intention malveillante sous-jacente.",1.0,"Vulgarité légère sans hostilité, message vulnérable exprimant des émotions sincères et un besoin de soutien, sans intention nuisible.",0.0
anon_msg_c2d23f8e1766,"je ne sais pas, peut-être non",0.25,toxic_checking,0.0,anon_user_09a33a2285,un khey pour lui envoyer sa dickpick en disant que c'est artistique ?,anon_topic_227f7ae0,1,0,14,"**Sujet du message** : Envoi d'une photo intime.

**Résumé** : L'auteur suggère d'envoyer une photo intime (terme argotique ""dickpick"" pour désigner une photo de sexe masculin) en prétextant qu'elle a une valeur artistique.

**Sens probable** : L'auteur se moque ou critique l'idée de présenter une telle photo comme étant artistique. 

**Éclaircissement** : ""Khey"" est un mot d'argot français qui désigne un ami ou un camarade.","Tons perçus : Sarcastique, Moqueur.

Justification : L'auteur semble se moquer de l'idée d'appeler une dickpick ""artistique"", signifiant une critique implicite du comportement. Le terme ""khey"" ajoute une légèreté amicale, mais le ton critique reste dominant. Doute sur une éventuelle intention bienveillante.","Les intentions principales du message, avec le degré de certitude, sont les suivantes :

1. **Critiquer (certitude élevée)** : L'auteur exprime une moquerie envers l'idée d'envoyer une photo intime en la qualifiant d'« artistique », ce qui indique une critique implicite de cette pratique.

2. **Se moquer (certitude élevée)** : Le ton sarcastique utilisé dans le message, en conjonction avec le vocabulaire choisi, suggère clairement une intention de railler le comportement décrit.

3. **Interroger (certitude modérée)** : Bien que moins évident, le choix des mots pourrait également éveiller une réflexion sur la banalisation de l'envoi de ce type de photos, mais cela reste secondaire à la critique.

Ces intentions sont soutenues par le contenu du message et le ton perçu, qui ensemble dépeignent un commentaire désapprobateur sur le sujet en question.","Catégories : [""Critique explicite d’une idée toxique""]
Justification : Le message critique clairement la présentation d’une photo intime comme étant ""artistique"".","Labels : S2/H0/V0/R0/A2/I2  
Justification : Le message évoque de manière sarcastique l'envoi d'une photo intime, sans haine ni violence, mais avec une moquerie claire envers l'idée de l'artistique.","Note : 3/10  
Justification : Moquerie sarcastique sans haine ni violence, peut heurter certaines sensibilités mais reste une critique légère et non agressive.",['Critique explicite d’une idée toxique'],"Le message critique clairement la présentation d’une photo intime comme étant ""artistique"".",['S2' 'H0' 'V0' 'R0' 'A2' 'I2'],"Le message évoque de manière sarcastique l'envoi d'une photo intime, sans haine ni violence, mais avec une moquerie claire envers l'idée de l'artistique.",3.0,"Moquerie sarcastique sans haine ni violence, peut heurter certaines sensibilités mais reste une critique légère et non agressive.",0.0
anon_msg_e4e27d5b6de9,non,0.0,toxic_checking,0.0,anon_user_62c43937ce,"Indochine et Louise Attaque refusent de jouer dans un festival basé dans une ville RN
:ange:
:coeur:
:ok:",anon_topic_4963cf53,1,1,10,"**Sujet du message** : Refus de participation d'Indochine et Louise Attaque à un festival.

**Sens probable** : Les groupes de musique Indochine et Louise Attaque ont décidé de ne pas se produire dans un festival organisé dans une ville dirigée par le Rassemblement National (RN).","Tons perçus : 

1. **Engagé** : Le refus de participer à un festival lié à un parti politique indique une position claire et réfléchie sur des valeurs.
2. **Optimiste** : Les émojis (ange, cœur, OK) suggèrent une positivité, une approbation de cette décision.

Justification : Le contenu souligne une réaction à des valeurs politiques, tandis que les émojis adoucissent le ton. Doute : L'utilisation des émojis pourrait également donner une nuance humoristique ou légère.","**Intentions principales du message** :

1. **Informer** (Certitude élevée) : Le message informe le lecteur du refus de participation des groupes de musique au festival, précisant le contexte politique du lieu.

2. **Exprimer un désaccord** (Certitude élevée) : Le refus de participer à un événement lié au Rassemblement National démontre une prise de position contre les valeurs politiques associées à ce parti.

3. **Encourager** (Certitude moyenne) : Les émojis positifs suggèrent une approbation de la décision, ce qui peut encourager une réaction favorable du public envers cette position.

4. **Critiquer** (Certitude moyenne) : En refusant de jouer dans un festival","Catégories : [""Critique explicite d’une idée toxique"", ""Évocation d’un propos toxique sans adhésion""]
Justification : Le message critique le RN à travers le refus des artistes, tout en restant informatif et neutre.","Labels : S0/H1/V0/R2/A0/I1  
Justification : Pas d’allusion sexuelle ni violence. Mention neutre (H1) à une identité politique (RN) qu’on associe souvent à des débats religieux/sociétaux (R2). Ton neutre, légèrement moqueur mais sans agressivité.","Note : 1/10  
Justification : Le message est informatif et neutre, avec une tonalité positive via les émojis, sans propos haineux ou offensants.","['Critique explicite d’une idée toxique'
 'Évocation d’un propos toxique sans adhésion']","Le message critique le RN à travers le refus des artistes, tout en restant informatif et neutre.",['S0' 'H1' 'V0' 'R2' 'A0' 'I1'],"Pas d’allusion sexuelle ni violence. Mention neutre (H1) à une identité politique (RN) qu’on associe souvent à des débats religieux/sociétaux (R2). Ton neutre, légèrement moqueur mais sans agressivité.",1.0,"Le message est informatif et neutre, avec une tonalité positive via les émojis, sans propos haineux ou offensants.",0.0
anon_msg_c639a4f89a14,non,0.0,toxic_checking,0.0,anon_user_9a39880ce7,La cohésion européenne et atlanautiste fait plaisir à voir,anon_topic_7eab2c58,1,1,4,Le message évoque une satisfaction concernant l'unité européenne et les relations transatlantiques. Il souligne l'importance de la coopération entre l'Europe et les États-Unis ou d'autres pays atlantistes.,"Tons perçus : Neutre, Bienveillant.

Justification : Le message exprime une satisfaction sans ironie ni sarcasme, valorisant l'unité et la coopération. Aucun doute évident sur ces tons, bien que le terme ""atlanautiste"" pourrait prêter à confusion.","1. **Informer** : Certitude élevée.  
   Le message informe sur l'état de la cohésion européenne et des relations atlantistes, indiquant une satisfaction à cet égard sans rentrer dans des détails spécifiques.

2. **Valoriser** : Certitude élevée.  
   En exprimant une satisfaction, le message valorise positivement l'unité entre l'Europe et les États-Unis, soulignant l'importance de leur coopération.

3. **Encourager** : Certitude modérée.  
   Le ton bienveillant suggère une intention d'encourager la continuité de cette coopération, bien que cela ne soit pas explicitement formulé.

4. **Soutenir** : Certitude modérée.","Catégories : []
Justification : Le message exprime une satisfaction bienveillante sans propos toxique ou ambigu.","Labels : S0/H0/V0/R0/A0/I0  
Justification : Le message est neutre et valorisant, sans contenu problématique ou intention hostile identifiable, se concentrant sur l'unité européenne et atlantiste.","Note : 1/10  
Justification : Ton léger et positif, sans contenu offensant ou problématique. Le message valorise l’unité, sans intention nuisible apparente.",[],Le message exprime une satisfaction bienveillante sans propos toxique ou ambigu.,['S0' 'H0' 'V0' 'R0' 'A0' 'I0'],"Le message est neutre et valorisant, sans contenu problématique ou intention hostile identifiable, se concentrant sur l'unité européenne et atlantiste.",1.0,"Ton léger et positif, sans contenu offensant ou problématique. Le message valorise l’unité, sans intention nuisible apparente.",0.0
anon_msg_6503637df9d0,non,0.0,toxic_checking,0.0,anon_user_62381b828e,Mais c'est trop bizarre que les flics ne se concentrent pas sur la famille dans ce genre d'affaire c'est pratiquement a chaque fois familiale,anon_topic_6c95ba23,0,0,1,"**Sujet du message** : L'enquête policière sur les affaires criminelles familiales.

**Sens probable** : L'auteur s'étonne que la police ne privilégie pas l'investigation au sein des familles lors de ce type de cas, soulignant que ces affaires semblent souvent liées à des membres de la famille.

**Clarification** : « Flics » est une expression familière désignant les policiers.","Tons identifiés : 

1. **Surprenant** (certitude élevée) : L'auteur exprime une étonnement fort face à la situation décrite, indiquant une incohérence perçue.
2. **Critique** (certitude moyenne) : L'utilisation de ""flics"" et le ton général suggèrent une désapprobation des pratiques policières.
3. **Informel** (certitude élevée) : Le langage familier employé renforce une proximité avec le lecteur.

Doutes : La tonalité critique pourrait être interprétée comme une simple question sans jugement.","**Intentions identifiées :**

1. **Surpriser** (certitude élevée) : L'auteur exprime sa surprise face à l'absence de concentration de la police sur les familles dans les affaires criminelles, soulignant une incohérence perçue dans les pratiques policières.

2. **Critiquer** (certitude élevée) : L'utilisation de ""flics"" et la formulation suggèrent une désapprobation des méthodes d'investigation de la police, impliquant un jugement négatif sur leur efficacité ou leur logique.

3. **Interroger** (certitude moyenne) : Bien que l'auteur semble étonné, il soulève aussi une question implicite sur les choix d'investigation, invitant à réfléchir sur la pertinence des priorités policières.

4. **Informer** (certitude faible) : Le message fait mention d'un phénomène sociétal (affaires criminelles familiales) qui pourrait être perçu comme une tentative d'alerter sur ce sujet, mais cet aspect reste secondaire.

Ces intentions se chevauchent, chaque nuance renforçant la perception d'une critique de la police tout en éclairant le caractère surprenant de la situation évoquée.","Catégories : [""Critique explicite d’une idée toxique"", ""Évocation d’un propos toxique sans adhésion""]
Justification : L'auteur critique les pratiques policières tout en exprimant une inquiétude sur leur approche des affaires familiales.","S0/H1/V0/R0/A2/I2  
Justification : Le message est une remarque critique et informelle sans contenu haineux, violence ou sujet sensible, mais avec un ton méprisant ou sarcastique envers la police.","Note : 4/10  
Justification : Critique exprimée avec condescendance envers les pratiques policières, sans appel à la haine, mais révèle un biais culturel.","['Critique explicite d’une idée toxique'
 'Évocation d’un propos toxique sans adhésion']",L'auteur critique les pratiques policières tout en exprimant une inquiétude sur leur approche des affaires familiales.,['S0' 'H1' 'V0' 'R0' 'A2' 'I2'],"Le message est une remarque critique et informelle sans contenu haineux, violence ou sujet sensible, mais avec un ton méprisant ou sarcastique envers la police.",4.0,"Critique exprimée avec condescendance envers les pratiques policières, sans appel à la haine, mais révèle un biais culturel.",0.0
anon_msg_0e86e4282c52,non,0.0,toxic_checking,0.0,anon_user_bda149fdfa,putain Sesame street est de retour,anon_topic_22c6104b,0,1,4,"- Sujet du message : Le retour de ""Sesame Street"".
- Sens probable : L'utilisateur exprime avec étonnement ou enthousiasme que l'émission ""Sesame Street"" est de nouveau diffusée.","Tons perçus : Enthousiaste, Informel, Étonné.

Justification : L’expression ""putain"" suggère une intensité emotionnelle, probablement positive. Le terme ""de retour"" indique un intérêt ou une surprise. Doutes sur l'intensité : peut être interprété de manière neutre selon le contexte.","**Intentions identifiées** :

1. **Informer** 
   - Certitude : Élevée
   - Justification : Le message communique une information sur le retour de ""Sesame Street"", ce qui relève principalement de l'intention d'informer.

2. **Exprimer de l'enthousiasme**
   - Certitude : Élevée
   - Justification : L'utilisation de ""putain"" laisse entendre une réaction émotionnelle forte et positive face à cette nouvelle, traduisant un enthousiasme.

3. **Manifester de l'étonnement**
   - Certitude : Modérée
   - Justification : L’utilisation de l'expression initiale sous-entend une surprise, bien que l","Catégories : []
Justification : Le message exprime un enthousiasme neutre sans propos toxiques ou problématiques.","Labels : S0/H0/V0/R0/A1/I0  
Justification : Usage informel et vulgaire sans agressivité dirigée, contenu neutre factuel et enthousiaste.","Note : 1/10  
Justification : L'utilisation de ""putain"" est vulgaire mais dans un sens d'expression d'enthousiasme inoffensif, sans connotation toxique ou hostile.",[],Le message exprime un enthousiasme neutre sans propos toxiques ou problématiques.,['S0' 'H0' 'V0' 'R0' 'A1' 'I0'],"Usage informel et vulgaire sans agressivité dirigée, contenu neutre factuel et enthousiaste.",1.0,"L'utilisation de ""putain"" est vulgaire mais dans un sens d'expression d'enthousiasme inoffensif, sans connotation toxique ou hostile.",0.0
